optimization_pass,opt_mode,circuit_type,num_qubits,topology,status,error
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_CliffordSimpPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,DJ Circuit,5,all_to_all,failed,KeyError: 'durations'
